"","SCC","EI.Sector","Short.Name","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four"
"1237","2230001290","Mobile - On-Road Diesel Light Duty Vehicles","Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Minor Arterial: Total","Mobile Sources","Highway Vehicles - Diesel","Light Duty Diesel Vehicles (LDDV)","Urban Minor Arterial: Total"
"1221","2230001250","Mobile - On-Road Diesel Light Duty Vehicles","Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Freeways & Expressways: Total","Mobile Sources","Highway Vehicles - Diesel","Light Duty Diesel Vehicles (LDDV)","Urban Other Freeways and Expressways: Total"
"1229","2230001270","Mobile - On-Road Diesel Light Duty Vehicles","Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Diesel","Light Duty Diesel Vehicles (LDDV)","Urban Other Principal Arterial: Total"
----------------------------------------------------------------------------------------------------
"1050","2201070390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Parking Area: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Parking Area: Total"
"940","2201070110","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Rural Interstate: Total"
"985","2201070210","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Rural Local: Total"
"967","2201070170","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Major Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Rural Major Collector: Total"
"958","2201070150","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Rural Minor Arterial: Total"
"976","2201070190","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Minor Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Rural Minor Collector: Total"
"949","2201070130","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Rural Other Principal Arterial: Total"
"939","2201070000","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Total: All Road Types","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Total: All Road Types"
"1030","2201070310","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Urban Collector: Total"
"994","2201070230","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Urban Interstate: Total"
"1039","2201070330","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Urban Local: Total"
"1021","2201070290","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Urban Minor Arterial: Total"
"1003","2201070250","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Other Freeways & Expressways: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Urban Other Freeways and Expressways: Total"
"1012","2201070270","Mobile - On-Road Gasoline Heavy Duty Vehicles","Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)","Urban Other Principal Arterial: Total"

"1475","2230071390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Parking Area: Total","Mobile Sources","Highway Vehicles - Diesel","Heavy Duty Diesel Vehicles (HDDV) Class 2B","Parking Area: Total"
"1526","2230072390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Parking Area: Total","Mobile Sources","Highway Vehicles - Diesel","Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5","Parking Area: Total"
"1577","2230073390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Parking Area: Total","Mobile Sources","Highway Vehicles - Diesel","Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7","Parking Area: Total"
"1628","2230074390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Parking Area: Total","Mobile Sources","Highway Vehicles - Diesel","Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B","Parking Area: Total"
"1679","2230075390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Parking Area: Total","Mobile Sources","Highway Vehicles - Diesel","Heavy Duty Diesel Buses (School & Transit)","Parking Area: Total"
"1363","2230060390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Parking Area: Total","Mobile Sources","Highway Vehicles - Diesel","Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)","Parking Area: Total"
"1263","2230001390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Parking Area: Total","Mobile Sources","Highway Vehicles - Diesel","Light Duty Diesel Vehicles (LDDV)","Parking Area: Total"
----------------------------------------------------------------------------------------------------
"765","2201020390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Parking Area: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Parking Area: Total"
"655","2201020110","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Rural Interstate: Total"
"700","2201020210","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Rural Local: Total"
"682","2201020170","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Major Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Rural Major Collector: Total"
"673","2201020150","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Rural Minor Arterial: Total"
"691","2201020190","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Minor Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Rural Minor Collector: Total"
"664","2201020130","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Rural Other Principal Arterial: Total"
"654","2201020000","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Total: All Road Types","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Total: All Road Types"
"745","2201020310","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Urban Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Urban Collector: Total"
"709","2201020230","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Urban Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Urban Interstate: Total"
"754","2201020330","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Urban Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Urban Local: Total"
"736","2201020290","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Urban Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Urban Minor Arterial: Total"
"718","2201020250","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Urban Other Freeways & Expressways: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Urban Other Freeways and Expressways: Total"
"727","2201020270","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Urban Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)","Urban Other Principal Arterial: Total"

"877","2201040390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Parking Area: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Parking Area: Total"
"767","2201040110","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Interstate: Total"
"812","2201040210","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Local: Total"
"794","2201040170","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Major Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Major Collector: Total"
"785","2201040150","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Arterial: Total"
"803","2201040190","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Collector: Total"
"776","2201040130","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Other Principal Arterial: Total"
"766","2201040000","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Total: All Road Types","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Total: All Road Types"
"857","2201040310","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Collector: Total"
"821","2201040230","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Interstate: Total"
"866","2201040330","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Local: Total"
"848","2201040290","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Minor Arterial: Total"
"830","2201040250","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Freeways & Expressways: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Freeways and Expressways: Total"
"839","2201040270","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Principal Arterial: Total"

"653","2201001390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Parking Area: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Parking Area: Total"
"543","2201001110","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Interstate: Total"
"588","2201001210","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Local: Total"
"570","2201001170","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Major Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Major Collector: Total"
"561","2201001150","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Arterial: Total"
"579","2201001190","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Minor Collector: Total"
"552","2201001130","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Rural Other Principal Arterial: Total"
"542","2201001000","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Total: All Road Types","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Total: All Road Types"
"633","2201001310","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Collector: Total"
"597","2201001230","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Interstate: Total"
"642","2201001330","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Local: Total"
"624","2201001290","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Minor Arterial: Total"
"606","2201001250","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Freeways & Expressways: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Freeways and Expressways: Total"
"615","2201001270","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Vehicles (LDGV)","Urban Other Principal Arterial: Total"

"1162","2201080390","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Parking Area: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Parking Area: Total"
"1052","2201080110","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Rural Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Rural Interstate: Total"
"1097","2201080210","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Rural Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Rural Local: Total"
"1079","2201080170","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Rural Major Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Rural Major Collector: Total"
"1070","2201080150","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Rural Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Rural Minor Arterial: Total"
"1088","2201080190","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Rural Minor Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Rural Minor Collector: Total"
"1061","2201080130","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Rural Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Rural Other Principal Arterial: Total"
"1051","2201080000","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Total: All Road Types","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Total: All Road Types"
"1142","2201080310","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Urban Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Urban Collector: Total"
"1106","2201080230","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Urban Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Urban Interstate: Total"
"1151","2201080330","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Urban Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Urban Local: Total"
"1133","2201080290","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Urban Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Urban Minor Arterial: Total"
"1115","2201080250","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Urban Other Freeways & Expressways: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Urban Other Freeways and Expressways: Total"
"1124","2201080270","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Motorcycles (MC) - Urban Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Motorcycles (MC)","Urban Other Principal Arterial: Total"

"879","2201060110","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Rural Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Rural Interstate: Total"
"904","2201060210","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Rural Local: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Rural Local: Total"
"894","2201060170","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Rural Major Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Rural Major Collector: Total"
"889","2201060150","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Rural Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Rural Minor Arterial: Total"
"899","2201060190","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Rural Minor Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Rural Minor Collector: Total"
"884","2201060130","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Rural Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Rural Other Principal Arterial: Total"
"878","2201060000","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Total: All Road Types","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Total: All Road Types"
"929","2201060310","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Urban Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Urban Collector: Total"
"909","2201060230","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Urban Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Urban Interstate: Total"
"934","2201060330","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Urban Local: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Urban Local: Total"
"924","2201060290","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Urban Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Urban Minor Arterial: Total"
"914","2201060250","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Urban Other Freeways & Expressways: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Urban Other Freeways and Expressways: Total"
"919","2201060270","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - NOT USED - Prev all LDGT (1&2) in M5 - Urban Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","NOT USED - Previously all LDGT (1&2) under M5","Urban Other Principal Arterial: Total"
