"","SCC","EI.Sector","Short.Name","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four"
"782","220104013T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Other Principal Arterial: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Other Principal Arterial: Tire Wear"
"783","220104013V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Other Principal Arterial: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Other Principal Arterial: Evap (except Refueling)"
"784","220104013X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Other Principal Arterial: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Other Principal Arterial: Exhaust"
"785","2201040150","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Arterial: Total"
"786","2201040151","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Arterial: Rural Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Arterial: Rural Time 1"
"787","2201040152","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Arterial: Rural Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Arterial: Rural Time 2"
"788","2201040153","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Arterial: Rural Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Arterial: Rural Time 3"
"789","2201040154","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Arterial: Rural Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Arterial: Rural Time 4"
"790","220104015B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Arterial: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Arterial: Brake Wear"
"791","220104015T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Arterial: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Arterial: Tire Wear"
"792","220104015V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Arterial: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Arterial: Evap (except Refueling)"
"793","220104015X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Arterial: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Arterial: Exhaust"
"794","2201040170","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Major Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Major Collector: Total"
"795","2201040171","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Major Collector: Rural Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Major Collector: Rural Time 1"
"796","2201040172","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Major Collector: Rural Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Major Collector: Rural Time 2"
"797","2201040173","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Major Collector: Rural Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Major Collector: Rural Time 3"
"798","2201040174","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Major Collector: Rural Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Major Collector: Rural Time 4"
"799","220104017B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Major Collector: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Major Collector: Brake Wear"
"800","220104017T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Major Collector: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Major Collector: Tire Wear"
"801","220104017V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Major Collector: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Major Collector: Evap (except Refueling)"
"802","220104017X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Major Collector: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Major Collector: Exhaust"
"803","2201040190","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Collector: Total"
"804","2201040191","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Collector: Rural Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Collector: Rural Time 1"
"805","2201040192","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Collector: Rural Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Collector: Rural Time 2"
"806","2201040193","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Collector: Rural Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Collector: Rural Time 3"
"807","2201040194","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Collector: Rural Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Collector: Rural Time 4"
"808","220104019B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Collector: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Collector: Brake Wear"
"809","220104019T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Collector: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Collector: Tire Wear"
"810","220104019V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Collector: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Collector: Evap (except Refueling)"
"811","220104019X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Collector: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Minor Collector: Exhaust"
"812","2201040210","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Local: Total"
"813","2201040211","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Local: Rural Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Local: Rural Time 1"
"814","2201040212","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Local: Rural Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Local: Rural Time 2"
"815","2201040213","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Local: Rural Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Local: Rural Time 3"
"816","2201040214","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Local: Rural Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Local: Rural Time 4"
"817","220104021B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Local: Brake Wear"
"818","220104021T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Local: Tire Wear"
"819","220104021V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Local: Evap (except Refueling)"
"820","220104021X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Rural Local: Exhaust"
"821","2201040230","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Interstate: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Interstate: Total"
"822","2201040231","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Interstate: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Interstate: Urban Time 1"
"823","2201040232","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Interstate: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Interstate: Urban Time 2"
"824","2201040233","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Interstate: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Interstate: Urban Time 3"
"825","2201040234","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Interstate: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Interstate: Urban Time 4"
"826","220104023B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Interstate: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Interstate: Brake Wear"
"827","220104023T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Interstate: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Interstate: Tire Wear"
"828","220104023V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Interstate: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Interstate: Evap (except Refueling)"
"829","220104023X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Interstate: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Interstate: Exhaust"
"830","2201040250","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Freeways & Expressways: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Freeways and Expressways: Total"
"831","2201040251","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Other Freeways & Expressways: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Other Freeways and Expressways: Urban Time 1"
"832","2201040252","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Other Freeways & Expressways: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Other Freeways and Expressways: Urban Time 2"
"833","2201040253","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Other Freeways & Expressways: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Other Freeways and Expressways: Urban Time 3"
"834","2201040254","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Other Freeways & Expressways: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Other Freeways and Expressways: Urban Time 4"
"835","220104025B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Freeways & Expressways: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Freeways and Expressways: Brake Wear"
"836","220104025T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Freeways & Expressways: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Freeways and Expressways: Tire Wear"
"837","220104025V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Freeways & Expressways: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Freeways and Expressways: Evap (except Refueling)"
"838","220104025X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Freeways & Expressways: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Freeways and Expressways: Exhaust"
"839","2201040270","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Principal Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Principal Arterial: Total"
"840","2201040271","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Other Principal Arterial: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Other Principal Arterial: Urban Time 1"
"841","2201040272","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Other Principal Arterial: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Other Principal Arterial: Urban Time 2"
"842","2201040273","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Other Principal Arterial: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Other Principal Arterial: Urban Time 3"
"843","2201040274","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Other Principal Arterial: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Other Principal Arterial: Urban Time 4"
"844","220104027B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Principal Arterial: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Principal Arterial: Brake Wear"
"845","220104027T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Principal Arterial: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Principal Arterial: Tire Wear"
"846","220104027V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Principal Arterial: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Principal Arterial: Evap (except Refueling)"
"847","220104027X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Principal Arterial: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Other Principal Arterial: Exhaust"
"848","2201040290","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Minor Arterial: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Minor Arterial: Total"
"849","2201040291","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Arterial: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Arterial: Urban Time 1"
"850","2201040292","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Arterial: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Arterial: Urban Time 2"
"851","2201040293","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Arterial: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Arterial: Urban Time 3"
"852","2201040294","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Minor Arterial: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Minor Arterial: Urban Time 4"
"853","220104029B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Minor Arterial: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Minor Arterial: Brake Wear"
"854","220104029T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Minor Arterial: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Minor Arterial: Tire Wear"
"855","220104029V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Minor Arterial: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Minor Arterial: Evap (except Refueling)"
"856","220104029X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Minor Arterial: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Minor Arterial: Exhaust"
"857","2201040310","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Collector: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Collector: Total"
"858","2201040311","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Collector: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Collector: Urban Time 1"
"859","2201040312","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Collector: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Collector: Urban Time 2"
"860","2201040313","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Collector: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Collector: Urban Time 3"
"861","2201040314","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Collector: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Collector: Urban Time 4"
"862","220104031B","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Collector: Brake Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Collector: Brake Wear"
"863","220104031T","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Collector: Tire Wear","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Collector: Tire Wear"
"864","220104031V","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Collector: Evap (except Refueling)","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Collector: Evap (except Refueling)"
"865","220104031X","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Collector: Exhaust","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Collector: Exhaust"
"866","2201040330","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Local: Total","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Urban Local: Total"
"867","2201040331","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Local: Urban Time 1","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Local: Urban Time 1"
"868","2201040332","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Local: Urban Time 2","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Local: Urban Time 2"
"869","2201040333","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Local: Urban Time 3","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Local: Urban Time 3"
"870","2201040334","Mobile - On-Road Gasoline Light Duty Vehicles","Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Local: Urban Time 4","Mobile Sources","Highway Vehicles - Gasoline","Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)","Local: Urban Time 4"
